"GEOID","B01001_001","B25001_001","B26001_001","housingvalue","mortgage","mortgagecost","mortgagetax","mortgageval","rentgross","occupyown","occupy","units","unitsownpop","vehicle","fuelheat","kitchen","plumbing","rooms","multigeneration","unitsperperson","ownervsrenter","pcthouseholdswithmorethanoneperroom","housing_score","housing_rnk","financial_score","ownership_score","building_quality_score","crowding_score","housing_state_rnk","NAME"
"01001",54907,22220,417,136200,63.3934362433519,85.3650481248821,433,70.5273705805007,851,76.8172985900055,90.3285328532853,36.5545376727922,77.1444301706735,1.98380748343381,98.4704299735937,97.0567056705671,95.8640864086409,6,4.99227741517612,0.404684284335331,37559.6007462687,2.14737681231628,112.38,75.8389261744966,111.68,110.88,111.27,100.53,89.3939393939394,"Autauga County, Alabama"
"01003",187114,104648,2495,168600,60.2047909816815,84.6969634557425,586,63.828072342128,876,72.6293956306374,70.028094182402,39.164894128713,72.0613804646326,1.92695440961751,99.1471419019418,97.3635425426191,98.2684810029814,5.4,3.44008842432761,0.559274025460414,134500.583657588,1.89129811825389,107.45,66.18728028124,110.68,97.56,105.04,98.23,80.3030303030303,"Baldwin County, Alabama"
"01005",27321,11790,2867,89200,48.2575879235587,73.4319134848819,311,51.2353344488307,587,67.6847826086956,78.0322307039864,33.6737308297647,68.7576674572667,1.81847826086957,98.0760869565217,96.988973706531,97.7523324851569,5.6,5.34782608695652,0.431536180959701,15180.8171206226,1.98913043478261,95.37,42.122083732822,87.13,90.81,107.33,106.22,59.0909090909091,"Barbour County, Alabama"
"01007",22754,8939,1282,90500,48.6158242543311,76.0450904487133,246,58.4226397185457,568,78.959244112255,79.3265465935787,31.1637514283203,79.3871087928465,1.99153857001833,95.9244112254971,95.5252265354066,93.243092068464,5.4,6.17684388661684,0.392854003691659,11475.771043771,0.423071499083345,91.8,34.1642697347395,90.13,116.69,95.5,107.04,51.5151515151515,"Bibb County, Alabama"
"01009",57623,23767,566,117100,56.8096796820201,81.2336860422689,399,59.8782646266297,600,81.0498389236308,88.8122186224597,36.6312062891554,81.5815763184184,2.17562061777525,97.332764828501,96.5792906130349,98.7503681575294,5.8,5.06916808792875,0.412456831473544,41136.7756653992,1.47811256395679,102.53,57.4304889741131,97.97,120.99,114.17,100.81,71.2121212121212,"Blount County, Alabama"
"01011",10746,4468,527,70600,38.9068680330816,70.2610164969541,332,65.7150445815549,492,74.3384121892542,83.7287376902417,34.8129536571748,73.5296995792152,1.58807805399626,98.5565356856456,95.053715308863,94.1584601611459,5.8,7.27078321304464,0.415782616787642,6458.75886524823,3.58192996524993,90.47,31.8312559923298,84.54,104.52,100.33,117.75,48.4848484848485,"Bullock County, Alabama"
"01013",20624,9931,258,74700,42.2252937111265,67.6971395940404,330,51.3189539410506,560,70.2853673345477,82.9221629241768,39.9292086889061,69.9057252283217,1.76964177292046,97.8749241044323,92.7902527439331,92.8003222233411,5.4,5.96235579842137,0.481526377036462,14309.784,0.886460230722526,84.17,19.6868008948546,81.54,95.28,92.42,106.16,22.7272727272727,"Butler County, Alabama"
"01015",117714,53192,2752,100600,54.6119633879077,79.7659694097898,433,61.1081892590561,615,68.6520931055846,84.9676643104226,38.3947533853237,68.939301682295,1.90388529958403,97.8161784228693,94.1664160024064,97.3623853211009,5.6,5.53146296132401,0.451874883191464,80235.1388888889,1.14611912558633,100.6,53.8510706295941,96.64,90.55,104.82,103.31,65.1515151515152,"Calhoun County, Alabama"
"01017",34145,16928,435,81200,50.7507507507508,73.2733429194304,322,51.3953255582589,635,67.9492785308264,81.0609640831758,40.1874359349832,66.7932364283595,1.81001311762134,97.8064422095904,91.0680529300567,94.7660680529301,5.4,3.76767235096925,0.495768048030458,22773.8862745098,3.38871884564932,89.14,28.8590604026846,88.63,88.68,91.53,106.59,42.4242424242424,"Chambers County, Alabama"
"01019",26034,16180,436,99400,48.7705842544552,74.232184965779,402,58.5904066737656,609,76.063829787234,72.0395550061805,44.7722209418453,76.7950621142277,1.98387096774194,96.0964310226493,96.823238566131,98.3559950556242,5.4,3.96362388469458,0.621494968118614,25519.8215962441,2.02470830473576,90.3,31.4797059763503,91.28,109.87,103.52,99.6,45.4545454545455,"Cherokee County, Alabama"
"01021",43744,19195,371,102600,54.0974117257918,78.6877627108141,401,58.1269684562658,626,74.500985707245,84.5636884605366,37.1068032187271,74.7861572867913,2.03493100049285,98.576885165106,97.8848658504819,98.7965616045845,5.6,5.15032035485461,0.438803035844916,28529.803030303,3.72104484967965,101.07,54.6820070310003,95.28,105.61,115.13,111.92,68.1818181818182,"Chilton County, Alabama"
"01023",13687,7244,178,58200,32.4675324675325,56.7792168900202,199,34.4360077091579,593,83.7259876766945,76.1733848702374,40.315627968145,85.3357021245096,1.8950706777818,95.070677781805,95.7896189950304,94.4505797901712,5.5,5.21928234867706,0.529261342880105,12904.2986425339,1.75788329104748,72.01,6.67945030361138,67.7,129.23,95.97,104.18,4.54545454545455,"Choctaw County, Alabama"
"01025",25573,12584,282,85600,38.0965949565465,63.3983240340209,277,42.3153185048447,479,72.8792441075693,76.5336935791481,37.6608141399132,76.7308528725634,1.72692347627453,96.428200602222,94.3181818181818,92.5381436745073,5.8,4.44398297165403,0.492081492198803,20023.8933333333,2.56463503270688,78.92,12.7197187599872,74.09,106.11,90.45,100.84,10.6060606060606,"Clarke County, Alabama"
"01027",13703,6748,286,79900,49.2801510502714,77.1066698444043,247,56.0470608474666,424,75.0044255620464,83.7136929460581,41.2245493687514,76.783185510919,2.03664365374403,93.5209771640998,92.397747480735,91.49377593361,5.5,2.60223048327138,0.49244690943589,12263.0904977376,2.49601699415826,85.14,21.5084691594759,86.5,108.92,87.14,97.15,25.7575757575758,"Clay County, Alabama"
"01029",14945,6685,161,100800,45.6636760984587,73.7223723962474,437,46.7253501390747,574,77.6111408677022,83.7845923709798,37.4774171963868,75.2637987012987,2.13890376718443,94.0903410105338,94.4353029169783,96.7389678384443,5.6,4.96339939296554,0.447306791569087,9367.65753424658,5.3383324406356,89.07,28.6353467561521,85.56,110.38,101.36,117.21,40.9090909090909,"Cleburne County, Alabama"
"01031",50468,22486,646,131000,55.8275678552422,82.2635720723844,509,62.9922757225626,647,69.8884165781084,83.6965222805301,37.2909566457954,70.6354622455943,1.87917109458023,98.9373007438895,96.2243173530197,97.9676242995642,5.7,4.29861849096706,0.445549655227075,33989.7984496124,1.2221041445271,105.03,62.2243528283797,101.07,95.15,109.97,97.38,78.7878787878788,"Coffee County, Alabama"
"01033",54456,25822,518,99300,52.8477068793619,77.6315051480309,373,55.5670249123655,617,72.0934411500449,86.2055611494075,40.8770383428823,72.5351329304016,1.92762803234501,98.1356693620845,95.8794826117264,98.6135853148478,5.7,4.65408805031447,0.474180990157191,44279.1764705882,1.61275831087152,98.69,49.28092042186,93.15,99.73,111.47,99.75,63.6363636363636,"Colbert County, Alabama"
"01035",13104,7069,64,69600,26.6582278481013,49.4275384151853,320,28.489612784124,525,79.094913896676,70.6464846512944,38.1105006105006,77.8374233128834,1.74028834601522,96.4557468962755,81.524968170887,81.8927712547744,5.6,7.80937124549459,0.539453601953602,8969.88086642599,1.02122547056468,51.05,0.798977309044423,60.26,115.14,41.67,110.3,0,"Conecuh County, Alabama"
"01037",11198,6453,286,75100,46.1229946524064,70.9475213087184,256,49.2439209764489,574,83.0004438526409,69.8279869827987,40.2393284515092,80.4710410557185,2.00621393697292,95.8943630714603,92.8560359522703,89.9116689911669,5.4,6.34709276520195,0.576263618503304,8028.54316546763,1.73102529960053,76.82,10.5145413870246,83.61,122.89,78.46,109.05,7.57575757575758,"Coosa County, Alabama"
"01039",37847,18767,560,88800,48.4370849198619,74.5963698355395,299,53.7649669928701,579,75.081444052922,80.1460009591304,39.7415911432874,73.7763831898517,1.87347915697095,97.8192939299249,93.0569616880695,93.0516331859114,5.6,4.71378232830264,0.495864929849129,26924.30651341,2.08762715244997,88.07,26.4301693831895,88.27,105.19,91.78,102.73,37.8787878787879,"Covington County, Alabama"
"01041",13955,6698,167,70800,44.2032686414709,71.6917478488306,249,55.8020732003074,505,69.9160864131405,83.6219767094655,40.1361519168757,71.3011314186249,1.94875915015176,97.6432779860739,95.7897879964168,95.6404896984174,5.4,4.17782538832351,0.479971336438552,10278.0893617021,1.62470987323692,89.42,29.4662831575583,83.73,96.54,103.97,101.79,43.9393939393939,"Crenshaw County, Alabama"
"01043",80499,36941,1158,106100,57.9776141635102,81.9670956315202,339,63.2749963535847,605,74.9696892348925,84.8433989334344,38.9346451508714,75.9493830428152,2.04237125901346,97.559185757131,94.3585717766168,97.5826317641645,5.6,4.4764214153532,0.45890011056038,62475.1275720165,1.6144470678323,100.74,54.1706615532119,99.17,106.66,105.4,100.69,66.6666666666667,"Cullman County, Alabama"
"01045",50102,22693,1361,99400,57.0317124735729,81.8909202507782,388,61.8954863094739,616,61.1269061773068,85.2465518001146,38.6112330845076,59.6602449683018,1.85215818040837,98.5681054536056,96.073679108095,96.3777376283435,5.5,3.88730938226932,0.452936010538501,28892.1302681992,1.34401654174205,103.91,59.9552572706935,98.42,72.11,107.39,98.73,74.2424242424242,"Dale County, Alabama"
"01047",43091,20174,538,75700,50.1370975931756,75.033513861333,345,59.2197527422584,537,60.8854263278303,80.1675423812828,37.5321992991576,59.0534157403708,1.56513942991405,97.8544487726458,89.887974620799,86.7205313770199,5.5,8.13701848760279,0.468172008075932,22855.4727272727,6.96222098559327,86.05,22.6589964844998,89.45,71.28,73.68,137.24,28.7878787878788,"Dallas County, Alabama"
"01049",71076,30969,883,93400,51.708547997056,77.1012426742696,323,54.4872753472853,518,76.3230750712194,80.4772514449934,35.0652822331026,77.601755160771,2.06576254864984,97.444127913975,95.4825793535471,96.3350447221415,5.8,4.58612526581872,0.43571669761945,45551.4511278195,3.57902339204751,94.17,39.3096836049856,89.68,110.61,102.73,106.46,54.5454545454545,"DeKalb County, Alabama"
"01051",79895,32683,5549,144600,68.8227321587138,88.871159843257,423,75.6222801033527,774,75.5437085157464,86.6627910534529,35.4515301333,77.2509617195276,2.0548651320435,98.9620110153933,96.5211271915063,97.1912003182082,6,5.05578308148567,0.409074410163339,58225.6885245902,1.63465612201666,115.4,79.4183445190157,115.41,108.95,110.84,98.73,92.4242424242424,"Elmore County, Alabama"
"01053",38169,16432,2779,84100,41.5128593040847,68.9453246349798,365,48.8334300671436,582,72.4727724581536,83.258276533593,35.8432235583851,75.1709522463973,1.81719172575104,97.7267743585995,93.2874878286271,93.7256572541383,5.5,6.16183027556465,0.430506431921193,27510.5922746781,0.94291352971274,86.3,23.3940556088207,82.01,103.63,95.24,106.87,30.3030303030303,"Escambia County, Alabama"
