"GEOID","B01001_001","B25001_001","B26001_001","housingvalue","mortgage","mortgagecost","mortgagetax","mortgageval","rentgross","occupyown","occupy","units","unitsownpop","vehicle","fuelheat","kitchen","plumbing","rooms","multigeneration","unitsperperson","ownervsrenter","pcthouseholdswithmorethanoneperroom","housing_score","housing_rnk","financial_score","ownership_score","building_quality_score","crowding_score","housing_state_rnk","NAME"
"01001",55639,23697,578,161200,59.6220785678767,82.5958427720168,480,64.0345439135456,1011,74.6231272322464,90.977760898004,38.7480005032441,75.3836653892955,1.99615009972633,98.8774989563523,96.6957842764907,96.7590834282821,6,3.58087109791734,0.425906288754291,42816.7661290323,1.57242914791966,112.43,75.4088050314465,110.88,106.08,113.04,93.26,87.8787878787879,"Autauga County, Alabama"
"01003",218289,116747,2954,211600,58.4986711168799,83.1759804107932,663,57.0708167701073,1032,76.999773936012,71.9907149648385,38.5026272510296,78.9973761812989,1.94542339405333,98.8530227134817,98.2123737654929,98.8727761741201,5.8,3.75504182183778,0.534827682567605,191121.209401709,1.52295739288731,109.66,70.377358490566,111.18,109.36,109.09,93.88,83.3333333333333,"Baldwin County, Alabama"
"01005",25026,12057,2910,86500,44.8138528138528,70.3009136233645,327,51.9103133337094,587,61.9502252735464,77.3160819440989,37.2492607688004,62.5972146862,1.74737180862476,98.9272688264321,96.8068342041967,95.8613253711537,5.3,6.21111349495816,0.481778949892112,15698.8841201717,3.75455910748766,92.95,36.0377358490566,86.78,77.75,104.15,122.62,56.0606060606061,"Barbour County, Alabama"
"01007",22374,9237,1657,96400,38.1540162122329,66.5782789516287,244,43.4231317709343,693,74.7761399641824,78.5861210349681,32.4439081076249,77.5401843896317,2.00509712081554,95.7432153189145,93.1904297932229,90.7654000216521,5.7,9.91872158699545,0.412845266827568,13563.3700787402,1.25361620057859,84.26,20.0314465408805,82.17,109.38,88.06,123.82,33.3333333333333,"Bibb County, Alabama"
"01009",57755,24404,564,135300,50.1859657822961,77.1016379216835,419,54.1667843657189,666,76.0763970761613,86.8914931978364,36.7154358929963,79.7135912993303,2.23881160103749,98.179674605046,94.0993279790198,96.5989182101295,5.7,4.09337420419712,0.422543502727037,46365.864628821,1.81560952605518,99.03,49.3081761006289,95.41,112.54,105.17,100.66,71.2121212121212,"Blount County, Alabama"
"01011",10173,4591,433,74800,40.5373370209403,63.4548901527824,408,43.8030228378451,559,73.811606882473,74.6896101067306,33.7068711294603,68.0082135523614,1.85097696121318,97.9877515310586,95.7743411021564,95.4040514049227,5.8,7.55322251385244,0.451292637373439,4861.85014409222,0.962379702537183,86.69,24.4025157232704,79.3,97.73,99.59,109.92,45.4545454545455,"Bullock County, Alabama"
"01013",19726,10119,320,98100,34.7906403940887,57.7713906699094,297,38.6591493456498,627,73.2741765679049,65.7080739203479,33.7067829260874,72.0962588890034,2.01007670326365,98.4057753045571,80.1067299140231,79.8399051289653,5.5,4.39163784027673,0.512977795802494,10517.662295082,1.0828696044518,63.09,2.86163522012579,75.12,101.59,37.22,99.16,6.06060606060606,"Butler County, Alabama"
"01015",114324,53722,2979,121600,53.885878227606,78.7480281943252,520,58.3830962222049,720,70.3805079422059,82.9678716354566,38.9874392078654,70.4081907584535,1.98945526339406,98.1737413622902,94.85871709914,97.5075388109154,5.8,5.02557659517186,0.469910080123159,84213.8,1.22722785605313,102.6,56.7610062893082,99.36,94.61,106.04,99.63,72.7272727272727,"Calhoun County, Alabama"
"01017",33427,16985,558,103800,46.7973283696485,71.8391793203747,400,52.8480167650387,734,67.2434103961125,79.964674712982,40.63182457295,68.0975995618972,2.01663967015167,97.7838315417464,95.0662349131587,94.9779216956138,5.4,7.01663967015167,0.508122176683519,24773.4957627119,7.17125607421587,93.35,36.9182389937107,91.65,89.81,100.33,139.69,57.5757575757576,"Chambers County, Alabama"
"01019",26035,16631,274,138500,38.0913058865165,67.7145907359901,530,47.1135141000289,626,78.2299741602067,65.1554326258193,41.620894949107,81.1148635534335,2.19564414913252,96.2163159837579,96.5185496963502,95.935301545307,5.7,4.04208194905869,0.638793931246399,26910.9077669903,1.39350313768918,84.79,20.7547169811321,85.03,117.06,96.14,93.42,34.8484848484849,"Cherokee County, Alabama"
"01021",44147,19897,429,104500,46.2494176114303,72.7945658799965,380,46.7341025802562,683,75.1341890315052,86.1436397446851,38.8248352096405,75.5524040441008,2.05460910151692,98.1388564760794,97.8489219480324,98.4017691109213,5.6,4.08401400233372,0.450698801730582,32728.5099601594,2.65460910151692,97.2,45.377358490566,88.97,107.09,115.22,105.09,65.1515151515152,"Chilton County, Alabama"
"01023",12755,7410,171,75900,26.735632183908,49.9292301093716,199,27.3406398039651,560,81.6135084427767,71.9298245614035,41.7875343002744,80.4672600127146,2.05590994371482,95.2532833020638,89.5006747638326,89.1767881241565,5.5,9.26829268292683,0.580948647589181,11010.8884462151,0.975609756097561,62.7,2.67295597484277,63.38,120.59,74.22,118.4,4.54545454545455,"Choctaw County, Alabama"
"01025",23866,12813,357,106600,37.0359414287827,66.4829493848567,311,51.6346977471462,599,72.5195752440202,72.762038554593,39.0639403335289,79.2590071887362,1.91676498981015,97.7046015231149,91.7817841254976,89.47943494888,5.8,5.66341306446423,0.53687253833906,23830.4,1.89853051592835,81.3,16.2893081761006,83.43,108.47,80.43,103.88,25.7575757575758,"Clarke County, Alabama"
"01027",13285,6832,236,116100,43.9067646313656,73.5147580584283,279,48.2737124795838,482,76.5961575781098,75.4244730679157,38.7881068874671,78.3431680588551,2.19813700756841,91.5389093731807,91.3495316159251,90.7494145199063,5.6,2.0958664855424,0.514264207753105,11142.9871794872,1.14496409858335,83.62,18.8993710691824,85.77,112.43,81.39,88.04,30.3030303030303,"Clay County, Alabama"
"01029",14952,6859,175,118700,42.1705426356589,71.914535565105,393,50.972390707752,659,77.3778920308483,85.0707100160373,39.0248796147673,79.441023211748,2.12390745501285,94.8928877463582,93.1622685522671,91.616853768771,5.5,3.32476435304199,0.458734617442483,12438.5217391304,1.37103684661525,89.22,28.7735849056604,88.78,114.53,92.81,97.08,51.5151515151515,"Cleburne County, Alabama"
"01031",52238,23313,600,153700,56.7235898573224,82.331764511601,559,64.479618413413,802,67.8011127261791,85.5788615793763,38.1925035414832,66.2167396103645,2.03463485539572,98.9373966217232,95.7920473555527,95.7062583108137,5.8,4.32559771440028,0.446284314100846,33793.2095588235,2.22545235827778,107.96,66.8238993710692,106.39,88.12,106.48,101.65,81.8181818181818,"Coffee County, Alabama"
"01033",54957,26727,444,125400,48.9333077070921,71.8485938737787,480,43.6637931689963,712,71.6107721246043,81.5542335466008,39.6619174991357,74.2373378827069,1.94944258384181,98.6282515942561,90.8519474688517,91.2073932727205,6.2,3.00958847547828,0.486325672798734,47536.8237885463,0.481717667568931,90.54,31.4779874213836,90.05,101.21,86.71,81.74,54.5454545454545,"Colbert County, Alabama"
"01035",12219,7203,43,83900,29.0718038528897,55.6249315368606,286,38.0040895573253,545,74.721919302072,63.6540330417881,37.5235289303544,75.3285151116951,1.7742639040349,97.1864776444929,78.38400666389,78.7588504789671,5.2,6.36859323882225,0.589491775104346,8046.5945945946,0.436205016357688,54.66,1.0377358490566,70.18,106.95,30.47,107.04,0,"Conecuh County, Alabama"
"01037",10696,6615,391,89200,45.6081081081081,70.1127819548872,245,54.1572540560954,611,81.0756972111554,60.7105064247921,37.54674644727,80.7763221737021,2.17006972111554,94.6215139442231,89.599395313681,85.3817082388511,5.7,4.13346613545817,0.618455497382199,7998.68199233717,3.01294820717131,76.36,10.9748427672956,87.99,120.4,61.5,101.65,13.6363636363636,"Coosa County, Alabama"
"01039",37096,19073,717,99600,44.9492682050822,72.1241402536171,287,51.7180948955946,611,74.271423807936,78.6189901955644,40.4221479404788,76.6816020231452,1.92404134711571,98.9796598866289,90.7041367377969,91.4329156399098,5.3,5.82194064688229,0.514152469268924,32142.5,2.12737579193064,85.17,21.3836477987421,88.26,107.39,85.28,112.77,36.3636363636364,"Covington County, Alabama"
"01041",13826,6834,189,84400,32.3789692868298,59.3986232526711,284,36.2205143565129,540,76.6713230892038,73.3245537020778,36.2433097063504,76.1531128547335,1.99481141488725,98.2837756934744,87.2402692420252,87.0939420544337,5.5,7.44362402714029,0.494286127585708,8768.95683453238,1.0576731191379,69.55,5.91194968553459,72.14,110.11,67.88,112.83,7.57575757575758,"Crenshaw County, Alabama"
"01043",83345,38056,1242,135200,49.5660234263082,75.6666631435426,355,52.3270219945668,721,74.7928024454038,83.3850115619088,38.0742696022557,76.2201137595459,2.17035893234173,97.4821164087858,95.3962581458903,96.2292411183519,5.6,3.92020924589544,0.456608074869518,62494.9344262295,1.94119686131157,98.11,47.4213836477987,94.77,106.75,104.94,100.99,68.1818181818182,"Cullman County, Alabama"
