"GEOID","B01001_001","B25001_001","B26001_001","housingvalue","mortgage","mortgagecost","mortgagetax","mortgageval","rentgross","occupyown","occupy","units","unitsownpop","vehicle","fuelheat","kitchen","plumbing","rooms","multigeneration","unitsperperson","ownervsrenter","pcthouseholdswithmorethanoneperroom","housing_score","housing_rnk","financial_score","ownership_score","building_quality_score","crowding_score","housing_state_rnk","NAME"
"01001",55380,23493,565,154500,61.0381328912129,83.639862390719,467,66.5691153001416,986,73.2906482217133,91.0781935044481,38.6366919465511,74.1366414302654,1.99752301724541,98.8830209842501,97.0246456391265,97.6290810028519,5.9,3.56124690377156,0.42421451787649,41270.8024193548,1.13567322521849,114,77.8954122553738,112.17,104.05,116.26,92.52,89.3939393939394,"Autauga County, Alabama"
"01003",212830,114164,3008,197900,58.2238570677877,83.9253288723291,605,60.0379570024884,1020,75.2452736933152,70.8892470481062,38.0256542780623,76.7221740332282,1.90780921784258,98.8780427529964,98.2139728811184,98.8148628289128,5.7,4.09736809588533,0.536409340788423,167482.229508197,1.28753243543803,109.89,71.0619185113892,111.79,106.08,109.21,95.59,84.8484848484848,"Baldwin County, Alabama"
"01005",25361,12013,2886,90700,43.5248638200668,68.4477459016394,280,51.8412452355033,576,60.8988764044944,77.7907267127279,36.8479160916368,60.0444938820912,1.73076511503478,98.4697699304441,96.0209772746192,95.9627070673437,5.4,6.00321027287319,0.473680059934545,14592.4268292683,3.85232744783307,93.24,37.4719281360282,84.95,74.59,103.7,119.99,60.6060606060606,"Barbour County, Alabama"
"01007",22493,9185,1893,92800,37.3244929797192,65.6552134463781,255,41.0978484499434,734,74.4159048033667,75.0244964616222,30.6361979282443,76.4126213592233,1.96444637933537,97.2282687563489,92.0958083832335,87.3380511703865,5.6,8.98273109853432,0.408349264215534,11892.7789855072,1.11739950660282,80.79,15.0786012191209,80.89,108.62,78.97,120.29,25.7575757575758,"Bibb County, Alabama"
"01009",57681,24323,551,127800,49.1932046520124,76.1842677096914,399,51.4777406405708,667,78.7787211589198,85.7089997122066,36.1418838092266,81.6156135130404,2.19998081258694,98.2587422650741,93.2985240307528,96.6574846852773,5.7,4.41790185638221,0.421681316204643,45257.7383966245,1.79402312083273,95.89,42.8617260186076,93.24,118.67,103.93,101.69,65.1515151515152,"Blount County, Alabama"
"01011",10248,4557,437,70300,43.9297124600639,64.3575662008591,414,47.5722823132108,654,71.1161601817665,77.2657450076805,34.3579234972678,68.362042605239,1.91962510650383,97.046293666572,95.3258722843976,93.833662497257,5.9,5.11218403862539,0.444672131147541,5533.33770491803,0,89.77,30.0288739172281,82.98,95.96,97.62,94.03,48.4848484848485,"Bullock County, Alabama"
"01013",19828,10089,323,95900,40.1669962645572,64.8145194730631,325,44.3148010172032,620,69.9508146326468,64.4860739419169,32.812184789187,70.8997692899257,1.89993851829081,97.8327697509991,78.7986916443651,79.1555159084151,5.4,4.13464494312942,0.508825902763768,10296.9103448276,1.53704272978789,66.36,3.81777350016041,80.93,97.32,33.28,101.38,6.06060606060606,"Butler County, Alabama"
"01015",114618,53631,3134,118000,52.0893325654316,77.606164891077,488,56.0376999981158,716,70.0683779845309,83.1701814249221,38.9162260726936,69.5471995981486,1.97450958412734,98.5315547584352,95.0122130857153,97.5722996028416,5.8,5.49489967492434,0.467910799350887,81958.8503937008,1.67918394798789,101.5,54.9246069939044,97.05,94.18,107.57,103.52,72.7272727272727,"Calhoun County, Alabama"
"01017",33660,16988,532,97100,48.2694003527337,71.6823761863117,358,54.4869097375036,749,67.4598453301606,79.1617612432305,39.9524658348188,67.8640425018112,1.94988102320048,97.7543129089827,92.8596656463386,94.6550506239699,5.4,5.24241522903034,0.504693998811646,23555.341563786,5.27215942891136,92.97,36.8302855309593,92.26,90.71,95.66,121.93,59.0909090909091,"Chambers County, Alabama"
"01019",25903,16579,275,123400,38.6921965317919,68.173649705481,498,45.0623689260834,620,77.3400391170718,64.7626515471379,41.450797204957,79.0073357265491,2.14445375803297,95.4829095650554,96.085409252669,95.5546172869292,5.7,4.59159914314986,0.640041694012277,24033.2307692308,1.32252957064357,82.85,18.2868142444658,83.54,114.61,94.14,95.55,30.3030303030303,"Cherokee County, Alabama"
"01021",44055,19781,418,107300,46.95479777954,73.999175472476,388,47.506196023852,726,74.496366751344,85.5720135483545,38.4224265123142,74.7599514173752,2.02073610208543,97.6487268860401,97.3712148020828,97.4318790758809,5.5,4.95657824776984,0.449006923164227,30942.9764705882,2.97158386010516,96.89,45.1395572666025,90.48,106.4,112.82,110.99,66.6666666666667,"Chilton County, Alabama"
