"GEOID","B01001_001","B25001_001","B26001_001","housingvalue","mortgage","mortgagecost","mortgagetax","mortgageval","rentgross","occupyown","occupy","units","unitsownpop","vehicle","fuelheat","kitchen","plumbing","rooms","multigeneration","unitsperperson","ownervsrenter","pcthouseholdswithmorethanoneperroom","housing_score","housing_rnk","financial_score","ownership_score","building_quality_score","crowding_score","housing_state_rnk","NAME"
"01001",54590,22077,399,137900,64.714617768595,86.5243495663776,415,72.8586208220404,836,77.6963981137755,90.2930651809576,36.5158453929291,78.0812312007529,1.97867964282131,98.9816394100532,97.3365946460117,96.2087240114146,6,4.84097521822013,0.404414727972156,37977.4269662921,2.06682050767533,113.58,77.220447284345,112.7,112.05,112.9,99.79,90.9090909090909,"Autauga County, Alabama"
"01003",183226,103984,2446,172900,60.7712149047115,85.2363110388815,587,64.7547859640476,874,74.0732086156891,69.9636482535775,39.7056094659055,73.1922779068481,1.9343926543965,99.1752690684664,96.9110632404985,97.984305277735,5.3,3.77314401176616,0.567517710368616,135950.762645914,2.0233398853624,106.7,65.0479233226837,111.2,99.49,103.6,101.8,78.7878787878788,"Baldwin County, Alabama"
"01005",27469,11878,2940,88700,50.6762132060461,75.5710173738378,321,52.5599161054914,577,66.6985036612544,79.331537295841,34.304124649605,68.4862815442945,1.80282288018678,98.386925607556,96.63242970197,96.969186731773,5.7,5.36983975379391,0.432414722050311,16300.2723577236,1.99511832749655,96.46,44.7284345047923,88.88,87.91,106.2,105.26,57.5757575757576,"Barbour County, Alabama"
"01007",22769,8958,989,91600,50.3763171098846,77.2676192005137,222,58.1340433040626,581,80.9504467912267,82.4514400535834,32.4388422855637,79.2332415059688,2.02261034389385,96.8047657730842,95.8696137530699,92.866711319491,5.4,5.30733820741944,0.393429663138478,11273.7975077882,0.812347684809098,92.9,36.2300319488818,91.17,118.03,98.19,105.24,53.030303030303,"Bibb County, Alabama"
"01009",57466,23761,553,115200,59.3246174591077,83.1039470965075,384,62.4040090962911,588,81.1040844467691,88.5105845713564,36.5972923119758,81.5929576722366,2.15705387285436,96.8427559317198,96.9277387315349,98.821598417575,5.7,5.11625695402026,0.413479274701563,40519.5909090909,2.13494365460511,103.67,59.5207667731629,99.71,120.26,114.54,105.16,74.2424242424242,"Blount County, Alabama"
"01011",10779,4501,488,73900,41.6464891041162,69.320995699205,344,29.8705067044407,495,77.2994652406417,83.0926460786492,34.6970962055849,77.6017879700709,1.62058823529412,98.475935828877,93.6902910464341,94.7345034436792,5.8,6.0427807486631,0.417571203265609,6962.27306273063,3.20855614973262,81.5,15.8785942492013,73.61,111.76,98.69,111.71,13.6363636363636,"Bullock County, Alabama"
"01013",20730,9973,247,73500,44.8047419804742,68.6538510116957,332,55.651320090688,538,70.3890047858633,81.7106186704101,39.310178485287,69.9409266220768,1.79285801938888,98.318812124187,93.0311841973328,93.1916173668906,5.4,6.58976561541293,0.481090207428847,13629.6078431373,2.35611731500798,85.79,22.8753993610224,83.6,94.19,93.73,114.86,33.3333333333333,"Butler County, Alabama"
"01015",117834,53293,2743,101900,56.4493411374378,81.2718056229172,428,65.149448443507,611,69.8125163884276,85.8724410335316,38.8376869154913,69.8820933000843,1.91237654051219,98.1492002447338,94.8604882442347,97.757679244929,5.6,5.20714972467442,0.452271840046167,82985.0677290837,1.18215190979809,102.91,58.2747603833866,98.89,91.71,107.85,102.38,72.7272727272727,"Calhoun County, Alabama"
"01017",34228,17000,429,78000,49.4437970123954,73.1678542045049,291,52.081290651539,617,69.2313334311281,80.2,39.8328853570176,68.2416639545549,1.82308933548482,97.1541733900543,91.3058823529412,95.0411764705882,5.4,4.1073786122928,0.496669393479023,22719.3125,2.69913451664955,88.46,27.444089456869,87.59,90.56,92.17,105.83,39.3939393939394,"Chambers County, Alabama"
"01019",25917,16168,453,99900,49.2283068480622,74.6793059964343,408,58.9760231560407,602,74.3919033849294,72.7238990598714,45.3679052359455,75.2316996544141,1.96461983330498,95.237285252594,96.3941118258288,97.7424542305789,5.4,3.89522027555707,0.623837635528803,25961.8133971292,1.82854226909338,90.29,31.0223642172524,91.43,104.97,101.46,99.04,46.969696969697,"Cherokee County, Alabama"
