"GEOID","B01001_001","B25001_001","B26001_001","housingvalue","mortgage","mortgagecost","mortgagetax","mortgageval","rentgross","occupyown","occupy","units","unitsownpop","vehicle","fuelheat","kitchen","plumbing","rooms","multigeneration","unitsperperson","ownervsrenter","pcthouseholdswithmorethanoneperroom","housing_score","housing_rnk","financial_score","ownership_score","building_quality_score","crowding_score","housing_state_rnk","NAME"
"01001",55200,23315,546,147900,63.3109902617933,84.9526258798051,471,70.0113573340237,966,74.8946246744021,90.5640145828866,38.2518115942029,74.8179456215465,2.00843002604783,98.8112716078617,97.8769032811495,97.169204374866,6,3.41937011603126,0.422373188405797,39955.6115384615,1.4160549372484,115.77,80.3708439897698,114.43,107.26,116.62,92.04,93.9393939393939,"Autauga County, Alabama"
"01003",208107,111945,3014,189800,59.2180508284238,84.0964589969386,583,61.0737496319545,958,73.6193431863855,70.2327035597838,37.7796037615265,74.9606276177149,1.89846353437969,98.8451069675154,98.4858635937291,99.2022868372862,5.6,3.28788379842792,0.537920396718995,155766.798387097,1.26046144844954,110.32,72.0268542199488,111.62,103.03,109.97,93.27,84.8484848484848,"Baldwin County, Alabama"
"01005",25782,11937,2900,92900,45.354609929078,70.9449178332319,287,55.4413527795602,590,61.3977792292619,76.9540085448605,35.6295089597394,60.0515689188008,1.79436098410625,98.4323971260614,96.1045488816285,95.2165535729245,5.5,6.16155018506423,0.462997440074471,14078.4651162791,3.40735902460266,94.98,41.0166240409207,88.16,75.8,102.01,116.53,63.6363636363636,"Barbour County, Alabama"
"01007",22527,9161,2091,96500,43.4469328140214,71.4925002071766,275,46.4094627843536,714,75.0730994152047,74.6643379543718,30.3635637235318,76.5903307888041,2.05526315789474,97.7777777777778,91.0271804388167,84.4776771094859,5.5,6.69590643274854,0.406667554490167,11608.2028469751,0.760233918128655,82.57,16.9437340153453,87.11,110.15,71.98,110.02,27.2727272727273,"Bibb County, Alabama"
"01009",57645,24222,543,124700,49.6264740384022,76.1075533988306,397,50.3490918392526,662,78.626213592233,85.046651804145,35.7359701621997,80.8395502784491,2.18669902912621,98.1990291262136,92.4159854677566,96.6641895797209,5.6,4.66504854368932,0.420192557897476,42503.9717741936,1.64563106796116,94.87,40.6969309462916,92.93,118.23,101.75,103.28,62.1212121212121,"Blount County, Alabama"
"01011",10352,4526,430,77500,35.9134262655906,55.7889567874291,394,37.3190001103315,668,75.5333887503463,79.7392841361025,34.862828438949,74.3801652892562,1.81213632585204,97.8664449986146,94.2333186036235,92.0680512593902,6,3.76835688556387,0.437210200927357,6296.77430555556,0,81.87,16.2404092071611,74.01,108.35,94.19,87.76,25.7575757575758,"Bullock County, Alabama"
"01013",20025,10026,322,88300,43.5635123614663,67.4592220828105,316,46.0754607895938,606,69.9463327370304,66.9060442848594,33.498127340824,68.8829112317921,1.8129099582588,97.8234943351222,80.5405944544185,80.9295830839817,5.5,4.41264162194395,0.500674157303371,10018.3848684211,1.77400119260584,70.42,5.43478260869565,83.24,95.66,41.2,102.09,6.06060606060606,"Butler County, Alabama"
"01015",115098,53682,3112,113800,52.659336444416,77.9928300642822,478,58.2295207291289,680,69.4734972131548,83.8884542304683,39.125788458531,69.0720268605004,1.97841582839251,98.4633490995492,95.1715658880072,97.727357400991,5.7,5.52927852907868,0.466402543919095,83175.9801587302,1.71429840339307,101.98,55.8184143222506,97.45,93.48,108.42,104.8,72.7272727272727,"Calhoun County, Alabama"
"01017",33826,16981,512,88400,49.0664919751065,72.7173413973813,342,56.0826608944548,715,67.7641313998224,79.5948412932101,39.9574291964761,67.6832562886474,1.8878366380586,98.3870967741936,91.8202697132089,95.0297391201932,5.5,5.23823616454572,0.502010287944185,23543.9109311741,2.98905001479728,93.15,36.73273657289,92.62,91.45,94.82,110.15,59.0909090909091,"Chambers County, Alabama"
"01019",25853,16531,274,123100,39.3838070217339,67.8640679326023,483,44.8443422566075,606,78.9553083160475,64.1582481398584,41.0242525045449,79.956214081864,2.13454648312276,96.2474071280407,96.1526828383038,96.1950275240457,5.6,4.45031114463511,0.63942289096043,23027.147826087,1.4614369224967,82.69,17.1675191815857,83.47,118.11,95.47,96.52,28.7878787878788,"Cherokee County, Alabama"
"01021",43930,19586,403,102200,47.966182804275,74.6745859858677,381,50.7429530494469,684,74.8492627305832,85.5253752680486,38.1311176872297,74.9511797275254,2.03522177780431,97.7075995462957,96.4464413356479,96.7221484733994,5.6,4.75792490000597,0.445845663555657,30323.3976833977,2.70431616022924,96.72,44.8209718670077,91.35,107.59,109.67,107.1,68.1818181818182,"Chilton County, Alabama"
"01023",13075,7344,183,75200,33.0049261083744,58.2400189926008,199,41.3886420238654,533,79.6822429906542,72.8485838779956,40.9177820267686,79.7393732547316,2.01570093457944,95.4579439252336,90.3458605664488,88.8480392156863,5.4,7.51401869158878,0.561682600382409,11017.6708333333,1.36448598130841,69.32,5.1150895140665,72.2,119.02,75.95,113.37,4.54545454545455,"Choctaw County, Alabama"
"01025",24387,12741,364,100800,37.741526765917,64.5871270879701,310,47.463595882891,561,67.4716819833298,73.4479240248018,38.3729035961783,71.9477167714274,1.86749305407138,97.1468262449241,91.4998822698375,90.1734557727023,5.8,4.6377431075016,0.522450485914627,19179.0678733032,1.78456935242573,81.15,15.537084398977,80.24,95.97,81.72,98.74,21.2121212121212,"Clarke County, Alabama"
"01027",13378,6802,250,102200,42.0427553444181,74.1230260882929,268,49.4330769978798,564,72.3644003055768,76.9773596001176,39.138884736134,73.2784887263863,2.19556913674561,91.5584415584416,89.7383122610997,92.1640693913555,5.8,2.57830404889228,0.50844670354313,10189.0661157025,0.916730328495034,84.53,20.0127877237852,86.13,103.35,80.73,87.13,33.3333333333333,"Clay County, Alabama"
